,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
1633,151149,INF917K01TH0,-,HSBC Medium Duration Fund - Regular Growth,17.4323,24-May-2023
1634,151147,INF917K01TJ6,INF917K01TI8,HSBC Medium Duration Fund - Regular IDCW,10.7309,24-May-2023
1635,120670,INF109K015A5,-,ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth,41.3896,24-May-2023
1636,120671,INF109K018A9,INF109K019A7,ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW,11.2314,24-May-2023
1637,102741,INF109K01AH4,-,ICICI Prudential Medium Term Bond Fund - Growth,38.2053,24-May-2023
1638,113137,INF109K01UF6,INF109K01IO3,ICICI Prudential Medium Term Bond Fund - Quarterly IDCW,10.6696,24-May-2023
1639,149013,INF205KA1411,INF205KA1445,Invesco India Medium Duration Fund - Direct - Discretionary IDCW (Payout/Reinvestment),1088.2737,24-May-2023
1640,149011,INF205KA1429,-,Invesco India Medium Duration Fund - Direct - Growth,1088.2146,24-May-2023
1641,149014,INF205KA1403,INF205KA1437,Invesco India Medium Duration Fund - Direct - Quarterly IDCW (Payout / Reinvestment)),1062.6731,24-May-2023
1642,149010,INF205KA1361,INF205KA1395,Invesco India Medium Duration Fund - Regular - Discretionary IDCW(Payout / Reinvestment)),1069.1761,24-May-2023
1643,149012,INF205KA1379,-,Invesco India Medium Duration Fund - Regular - Growth,1069.1767,24-May-2023
1644,149009,INF205KA1353,INF205KA1387,Invesco India Medium Duration Fund - Regular - Quarterly IDCW (Payout / Reinvestment),1050.4523,24-May-2023
1645,128079,INF174K01VSI,INF174K01VU7,Kotak Medium Term Fund - Direct - Standard Income Distribution cum capital withdrawal option,20.9658,24-May-2023
1646,128006,INF174K01VQ5,-,Kotak Medium Term Fund - Direct Growth,20.9641,24-May-2023
1647,128009,INF174K01VL6,-,Kotak Medium Term Fund - Growth,19.2471,24-May-2023
1648,128078,INF174K01VN2,INF174K01VP7,Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option,11.8136,24-May-2023
1649,148284,INF204KB16Q0,INF204KB17Q8,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0.0000,24-May-2023
1650,148289,INF204KB18Q6,INF204KB19Q4,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0.0000,24-May-2023
1651,148290,INF204KB12R7,INF204KB13R5,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0.0000,24-May-2023
1652,148287,INF204KB14R3,INF204KB15R0,NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0.0000,24-May-2023
1653,130052,INF204KA1QG9,-,Nippon India Strategic Debt Fund - Direct Plan - Bonus Option,14.2228,24-May-2023
1654,130050,INF204KA1QF1,-,Nippon India Strategic Debt Fund - Direct Plan - Growth Option,14.2195,24-May-2023
1655,130054,INF204KA1QH7,INF204KA1QJ3,NIPPON INDIA STRATEGIC DEBT FUND - DIRECT Plan - IDCW Option,11.9937,24-May-2023
1656,130055,INF204KA1QI5,INF204KA1QK1,NIPPON INDIA STRATEGIC DEBT FUND - DIRECT Plan - QUARTERLY IDCW Option,10.1250,24-May-2023
1657,130037,INF204KA1PZ1,-,Nippon India Strategic Debt Fund - Growth Option,13.2804,24-May-2023
1658,130053,INF204KA1QB0,INF204KA1QD6,NIPPON INDIA STRATEGIC DEBT FUND - IDCW Option,11.3642,24-May-2023
1659,130056,INF204KA1QC8,INF204KA1QE4,NIPPON INDIA STRATEGIC DEBT FUND - QUARTERLY IDCW Option,9.7954,24-May-2023
1660,148283,INF204KB11R9,-,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Bonus Option,0.0000,24-May-2023
1661,148288,INF204KB15Q2,-,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Bonus Option,0.0000,24-May-2023
1662,148285,INF204KB10R1,-,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Growth Option,0.0000,24-May-2023
1663,148286,INF204KB16R8,-,Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Growth Option,0.0000,24-May-2023
1664,119824,INF200K01VB0,-,SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - GROWTH,46.8341,24-May-2023
1665,119825,INF200K01UZ1,INF200K01VA2,SBI Magnum Medium Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),18.2052,24-May-2023
1666,102053,INF200K01719,-,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,43.8123,24-May-2023
1667,102054,INF200K01727,INF200K01735,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),16.9826,24-May-2023
1668,119676,INF903J01PH0,INF903J01PM0,Sundaram Medium Term Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),13.8403,24-May-2023
1669,119675,INF903J01PO6,-,Sundaram Medium Term Bond Fund Direct Plan - Growth,67.1354,24-May-2023
1670,119672,INF903J01PK4,INF903J01PL2,Sundaram Medium Term Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),24.5335,24-May-2023
1671,100608,INF903J01FY6,-,Sundaram Medium Term Bond Fund Institutional Plan - Growth,69.2275,24-May-2023
1672,100610,INF903J01FT6,INF903J01FW0,Sundaram Medium Term Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),12.4503,24-May-2023
1673,100604,INF903J01FX8,-,Sundaram Medium Term Bond Fund Regular Plan - Bonus,20.9230,24-May-2023
1674,100603,INF903J01FQ2,-,Sundaram Medium Term Bond Fund Regular Plan - Growth,61.2603,24-May-2023
1675,100609,INF903J01FS8,INF903J01FV2,Sundaram Medium Term Bond Fund Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW),12.8423,24-May-2023
1676,100602,INF903J01FR0,INF903J01FU4,Sundaram Medium Term Bond Fund Regular Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW),12.5783,24-May-2023
1677,148479,INF582M01GQ6,-,Union Medium Duration Fund - Direct Plan -  Growth Option,11.2185,24-May-2023
1678,148480,INF582M01GS2,INF582M01GR4,Union Medium Duration Fund - Direct Plan - IDCW Option,11.2185,24-May-2023
1679,148477,INF582M01GU8,-,Union Medium Duration Fund - Regular Plan -  Growth Option,11.1179,24-May-2023
1680,148478,INF582M01GW4,INF582M01GV6,Union Medium Duration Fund - Regular Plan - IDCW Option,11.1179,24-May-2023
1681,134505,INF789FB1KL1,INF789FB1KM9,UTI Medium Term Fund - Direct Plan - Annual IDCW,12.807,24-May-2023
1682,134506,INF789FB1KO5,INF789FB1KN7,UTI Medium Term Fund - Direct Plan - Flexi IDCW,12.9967,24-May-2023
1683,134503,INF789FB1KE6,-,UTI Medium Term Fund - Direct Plan - Growth Option,16.7144,24-May-2023
1684,134504,INF789FB1KJ5,INF789FB1KK3,UTI Medium Term Fund - Direct Plan - Half-Yearly IDCW,12.5196,24-May-2023
1685,134501,INF789FB1KF3,INF789FB1KG1,UTI Medium Term Fund - Direct Plan - Monthly IDCW,10.5187,24-May-2023
1686,134502,INF789FB1KH9,INF789FB1KI7,UTI Medium Term Fund - Direct Plan - Quarterly IDCW,12.507,24-May-2023
1687,134500,INF789FB1KA4,INF789FB1KB2,UTI Medium Term Fund - Regular Plan - Annual IDCW,12.0196,24-May-2023
1688,134498,INF789FB1KC0,INF789FB1KD8,UTI Medium Term Fund - Regular Plan - Flexi IDCW,11.6725,24-May-2023
1689,134499,INF789FB1JU4,-,UTI Medium Term Fund - Regular Plan - Growth Option,15.8027,24-May-2023
1690,134497,INF789FB1JY6,INF789FB1JZ3,UTI Medium Term Fund - Regular Plan - Half-Yearly IDCW,11.7232,24-May-2023
1691,134495,INF789FB1JV2,INF789FB1KP2,UTI Medium Term Fund - Regular Plan - Monthly IDCW,11.3966,24-May-2023
1692,134496,INF789FB1JW0,INF789FB1JX8,UTI Medium Term Fund - Regular Plan - Quarterly IDCW,12.1652,24-May-2023
1693,148248,INF789F1ASC5,INF789F1ASD3,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0,24-May-2023
1694,148249,INF789F1ASG6,INF789F1ASH4,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0,24-May-2023
1695,148257,INF789F1ASB7,-,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Growth Option,0,24-May-2023
1696,148256,INF789F1ASE1,INF789F1ASF8,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,0,24-May-2023
1697,148250,INF789F1ASI2,INF789F1ASJ0,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,0,24-May-2023
1698,148255,INF789F1ARZ8,INF789F1ASA9,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,0,24-May-2023
1699,148247,INF789F1ASN2,INF789F1ASO0,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,0,24-May-2023
1700,148254,INF789F1ASR3,INF789F1ASS1,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,0,24-May-2023
1701,148252,INF789F1ASM4,-,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Growth Option,0,24-May-2023
1702,148251,INF789F1ASP7,INF789F1ASQ5,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,0,24-May-2023
1703,148246,INF789F1AST9,INF789F1ASU7,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,0,24-May-2023
1704,148253,INF789F1ASK8,INF789F1ASL6,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,0,24-May-2023
1705,111777,INF209K01LD8,-,Aditya Birla Sun Life Income Fund (Discipline Advantage Plan),27.3357,24-May-2023
1706,133446,INF209KA1WL2,INF209KA1WM0,Aditya Birla Sun Life Income Fund - Direct - IDCW,13.2313,24-May-2023
1707,119655,INF209K01WZ8,-,Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW,14.2328,24-May-2023
1708,119657,INF209K01WY1,-,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,115.7753,24-May-2023
1709,100038,INF209K01579,-,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,108.3535,24-May-2023
1710,133445,INF209KA1WJ6,INF209KA1WK4,Aditya Birla Sun Life Income Fund - Regular - IDCW,12.5301,24-May-2023
1711,100037,INF209K01587,INF209K01CY3,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,13.3808,24-May-2023
1712,108766,INF194K01IN7,INF194K01IM9,BANDHAN Bond Fund - Income Plan - Regular Plan - Annual IDCW,11.6709,24-May-2023
1713,108765,INF194K01IL1,-,BANDHAN Bond Fund - Income Plan - Regular Plan - Growth,56.9763,24-May-2023
1714,108763,INF194K01IQ0,INF194K01IP2,BANDHAN Bond Fund - Income Plan - Regular Plan - Half-yearly IDCW,11.8682,24-May-2023
1715,131387,INF194KA1SU8,INF194KA1SV6,BANDHAN Bond Fund - Income Plan - Regular Plan - Periodic IDCW,12.2285,24-May-2023
1716,108764,INF194K01IT4,INF194K01IS6,BANDHAN Bond Fund - Income Plan - Regular Plan - Quarterly IDCW,12.1380,24-May-2023
1717,118393,INF194K01R77,INF194K01R69,BANDHAN Bond Fund - Income Plan-Direct Plan-Annual IDCW,15.9652,24-May-2023
1718,118394,INF194K01R51,-,BANDHAN Bond Fund - Income Plan-Direct Plan-Growth,61.4733,24-May-2023
1719,118395,INF194K01S01,INF194K01R93,BANDHAN Bond Fund - Income Plan-Direct Plan-Half Yearly IDCW,12.7544,24-May-2023
1720,131386,INF194KA1SX2,INF194KA1SY0,BANDHAN Bond Fund - Income Plan-Direct Plan-Periodic IDCW,14.9506,24-May-2023
1721,118396,INF194K01S35,INF194K01S27,BANDHAN Bond Fund - Income Plan-Direct Plan-Quarterly IDCW,12.6991,24-May-2023
1722,108768,INF194K01HF5,-,BANDHAN Bond Fund - Short Term - Regular Plan - Growth,48.9238,24-May-2023
1723,108767,INF194K01HH1,INF194K01HG3,BANDHAN Bond Fund - Short Term - Regular Plan - Monthly IDCW,10.4175,24-May-2023
1724,119395,INF761K01850,INF761K01843,BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,14.7901,24-May-2023
1725,119393,INF761K01819,-,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,30.0848,24-May-2023
1726,119396,INF761K01793,INF761K01801,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,13.7159,24-May-2023
1727,119394,INF761K01835,INF761K01827,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,13.4092,24-May-2023
1728,111715,INF761K01397,-,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,29.3462,24-May-2023
1729,111717,INF761K01413,INF761K01405,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,22.2255,24-May-2023
1730,111714,INF761K01454,INF761K01447,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,13.8782,24-May-2023
1731,111712,INF761K01462,-,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,28.5900,24-May-2023
1732,111716,INF761K01488,INF761K01470,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,14.7192,24-May-2023
1733,111713,INF761K01504,INF761K01496,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,15.2559,24-May-2023
1734,118282,INF760K01FI1,-,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,53.4104,24-May-2023
1735,118281,INF760K01FG5,INF760K01FH3,CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),16.4432,24-May-2023
1736,101588,INF760K01324,-,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,48.7794,24-May-2023
1737,101587,INF760K01340,INF760K01357,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),14.7851,24-May-2023
1738,100124,INF179K01962,-,HDFC Income Fund - Growth Option,50.1284,24-May-2023
1739,119069,INF179K01WL3,-,HDFC Income Fund - Growth Option - Direct Plan,54.7745,24-May-2023
1740,133365,INF179KA1Q12,-,HDFC Income Fund - Normal IDCW - Direct Plan,17.322,24-May-2023
1741,133366,INF179KA1Q38,-,HDFC Income Fund - Normal IDCW Option,15.8084,24-May-2023
1742,100123,INF179K01947,INF179K01954,HDFC Income Fund - Quarterly IDCW Option,11.1615,24-May-2023
1743,119068,INF179K01WJ7,INF179K01WK5,HDFC Income Fund - Quarterly IDCW- Direct Plan,12.4487,24-May-2023
1744,120059,INF336L01DE2,-,HSBC Medium to Long Duration Fund - Direct Growth,40.0331,24-May-2023
1745,120101,INF336L01EO9,INF336L01EP6,HSBC Medium to Long Duration Fund - Direct Quarterly IDCW,10.7607,24-May-2023
1746,101685,INF336L01776,-,HSBC Medium to Long Duration Fund - Regular Growth,36.7909,24-May-2023
1747,101686,INF336L01784,INF336L01792,HSBC Medium to Long Duration Fund - Regular Quarterly IDCW,10.8071,24-May-2023
1748,120619,INF109K01V83,-,ICICI Prudential Bond Fund - Direct Plan - Growth,35.8644,24-May-2023
1749,131480,INF109KA1X77,INF109KA1X69,ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW,10.8640,24-May-2023
1750,120617,INF109K01V59,INF109K01V67,ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly,11.6319,24-May-2023
1751,120618,INF109K01V75,INF109K01V91,ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly,11.9413,24-May-2023
1752,109740,INF109K01BO8,-,ICICI Prudential Bond Fund - Growth,34.1532,24-May-2023
1753,131481,INF109KA1X51,INF109KA1X44,ICICI Prudential Bond Fund - Half Yearly IDCW,11.2001,24-May-2023
1754,109741,INF109K01EU9,INF109K01BP5,ICICI Prudential Bond Fund - IDCW Monthly,11.4180,24-May-2023
1755,109743,INF109K01EV7,INF109K01BS9,ICICI Prudential Bond Fund - IDCW Quarterly,11.5638,24-May-2023
1756,120428,INF192K01CX3,-,JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units,25.3208,24-May-2023
1757,120430,INF192K01CW5,-,JM Medium to Long Duration Fund (Direct) - Growth Option,58.9812,24-May-2023
1758,120431,INF192K01CU9,INF192K01CV7,JM Medium to Long Duration Fund (Direct) - Quarterly IDCW,20.8414,24-May-2023
1759,100223,INF192K01AB3,-,JM Medium to Long Duration Fund (Regular) - Growth Option,53.5062,24-May-2023
1760,100222,INF192K01999,INF192K01AA5,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,18.1923,24-May-2023
1761,101181,INF192K01AC1,-,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,21.8909,24-May-2023
1762,119734,INF174K01JD8,-,Kotak Bond Fund - Direct Plan - Standard IDCW option,24.1897,24-May-2023
1763,119735,INF174K01JC0,-,Kotak Bond Fund - Growth - Direct,72.6783,24-May-2023
1764,100300,INF174K01EQ1,INF174K01EP3,Kotak Bond Fund - Regular Plan - Standard IDCW Option,40.5204,24-May-2023
1765,100299,INF174K01EM0,-,Kotak Bond Fund - Regular Plan Growth,66.1379,24-May-2023
1766,120279,INF767K01EW0,-,LIC MF Bond Fund-Direct Plan-Growth,65.6727,24-May-2023
1767,120278,INF767K01EV2,INF767K01EX8,LIC MF Bond Fund-Direct Plan-IDCW,15.8674,24-May-2023
1768,100315,INF767K01923,-,LIC MF Bond Fund-Regular Plan-Growth,62.2458,24-May-2023
1769,100314,INF767K01907,INF767K01915,LIC MF Bond Fund-Regular Plan-IDCW,13.644,24-May-2023
1770,100386,INF204K01CT4,INF204K01CU2,NIPPON INDIA INCOME FUND - ANNUAL IDCW Option,13.0930,24-May-2023
1771,118680,INF204K01YT8,INF204K01YU6,NIPPON INDIA INCOME FUND - Direct Plan - ANNUAL IDCW Option,14.3629,24-May-2023
1772,118681,INF204K01YR2,INF204K01YS0,NIPPON INDIA INCOME FUND - Direct Plan - HALF YEARLY IDCW Option,13.5799,24-May-2023
1773,118683,INF204K01YN1,-,NIPPON INDIA INCOME FUND - Direct Plan - MONTHLY IDCW Option,11.3403,24-May-2023
1774,118684,INF204K01YP6,INF204K01YQ4,NIPPON INDIA INCOME FUND - Direct Plan - QUARTERLY IDCW Option,13.9361,24-May-2023
1775,118687,INF204K01XS2,-,Nippon India Income Fund - Direct Plan Growth Plan - Growth Option,85.2708,24-May-2023
1776,118679,INF204K01F38,-,Nippon India Income Fund - Direct Plan Growth Plan-Bonus Option,24.3670,24-May-2023
1777,100388,INF204K01CM9,-,Nippon India Income Fund - Growth Plan Bonus Option,22.3160,24-May-2023
1778,100387,INF204K01CL1,-,Nippon India Income Fund - Growth Plan Growth Option,77.6231,24-May-2023
1779,100385,INF204K01CR8,INF204K01CS6,NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option,12.6241,24-May-2023
1780,100383,INF204K01CN7,INF204K01CO5,NIPPON INDIA INCOME FUND - MONTHLY IDCW Option,10.6949,24-May-2023
1781,100384,INF204K01CP2,INF204K01CQ0,NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option,13.2271,24-May-2023
1782,119713,INF200K01SP6,INF200K01SQ4,SBI Magnum Income Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),18.3707,24-May-2023
1783,121940,INF200K01YS8,INF200K01YT6,SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),18.8071,24-May-2023
1784,100638,INF200K01610,INF200K01628,SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),15.9213,24-May-2023
1785,121944,INF200K01YQ2,INF200K01YR0,SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),17.1430,24-May-2023
1786,119712,INF200K01SO9,-,SBI Magnum Income Fund-DIRECT PLAN - Bonus,39.2940,24-May-2023
1787,119714,INF200K01SR2,-,SBI Magnum Income Fund-DIRECT PLAN -Growth,64.7482,24-May-2023
1788,100640,INF200K01602,-,SBI Magnum Income Fund-REGULAR PLAN-Bonus,36.8835,24-May-2023
1789,100639,INF200K01594,-,SBI Magnum Income Fund-REGULAR PLAN-Growth,60.8730,24-May-2023
1790,139339,INF789FA1T80,-,UTI Bond Fund - Direct Plan - Annual IDCW,12.1512,24-May-2023
1791,133280,INF789FA1U04,INF789FA1U12,UTI Bond Fund - Direct Plan - Flexi IDCW,13.3578,24-May-2023
1792,134998,INF789FA1T64,INF789FA1T72,UTI Bond Fund - Direct Plan - Half-Yearly IDCW,12.8557,24-May-2023
1793,120690,INF789F01SO1,INF789F01SP8,UTI Bond Fund - Direct Plan - Quarterly IDCW,21.6677,24-May-2023
1794,133869,INF789FA1T23,INF789FA1T31,UTI Bond Fund - Regular Plan - Annual IDCW,12.0941,24-May-2023
1795,133872,INF789FA1T49,INF789FA1T56,UTI Bond Fund - Regular Plan - Flexi IDCW,12.3545,24-May-2023
1796,135581,INF789FA1T07,INF789FA1T15,UTI Bond Fund - Regular Plan - Half-Yearly IDCW,12.5527,24-May-2023
1797,100742,INF789F01380,INF789F01398,UTI Bond Fund - Regular Plan - Quarterly IDCW,16.3186,24-May-2023
1798,100741,INF789F01406,-,UTI Bond Fund- Regular Plan - Growth,63.5372,24-May-2023
1799,120689,INF789F01SQ6,-,UTI Bond Fund-Growth - Direct,68.6588,24-May-2023
1800,101973,-,INF209K01SZ6,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,100.13,24-May-2023
1801,119513,-,INF209K01UT5,Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,100.13,24-May-2023
1802,119512,INF209K01UV1,INF209KA1LM3,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,100.237,24-May-2023
1803,101976,INF209K01RV7,-,Aditya Birla Sun Life Money Manager Fund - Growth,316.807,24-May-2023
1804,119511,INF209K01UU3,-,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,320.0668,24-May-2023
1805,101972,-,INF209K01JZ5,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,100.13,24-May-2023
1806,101970,-,INF209K01JY8,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,103.8768,24-May-2023
1807,101971,INF209K01MJ3,-,Aditya Birla Sun Life Money Manager Fund - Retail Growth,390.4688,24-May-2023
1808,101974,-,INF209K01SY9,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,100.2353,24-May-2023
1809,147576,INF846K01Q96,INF846K01Q88,Axis Money Market Fund - Direct Plan - Annual IDCW,1149.2749,24-May-2023
1810,147571,-,INF846K01Q70,Axis Money Market Fund - Direct Plan - Daily IDCW,1005.6131,24-May-2023
1811,147567,INF846K01Q62,-,Axis Money Market Fund - Direct Plan - Growth Option,1232.7492,24-May-2023
1812,147572,INF846K01R12,INF846K01R04,Axis Money Market Fund - Direct Plan - Monthly IDCW,1013.7680,24-May-2023
1813,147573,INF846K01R38,INF846K01R20,Axis Money Market Fund - Direct Plan - Quarterly IDCW,1071.2246,24-May-2023
1814,147575,INF846K01R79,INF846K01R61,Axis Money Market Fund - Regular Plan - Annual IDCW,1142.3835,24-May-2023
1815,147577,-,INF846K01R53,Axis Money Market Fund - Regular Plan - Daily IDCW,1005.6127,24-May-2023
1816,147568,INF846K01R46,-,Axis Money Market Fund - Regular Plan - Growth Option,1225.7164,24-May-2023
1817,147578,INF846K01R95,INF846K01R87,Axis Money Market Fund - Regular Plan - Monthly IDCW,1011.7403,24-May-2023
1818,147574,INF846K01S11,INF846K01S03,Axis Money Market Fund - Regular Plan - Quarterly IDCW,1064.1638,24-May-2023
1819,108757,INF194K01LO9,INF194K01LN1,BANDHAN Money Manager Fund - Regular Plan - Monthly IDCW,10.3040,24-May-2023
1820,108756,INF194K01LJ9,-,BANDHAN Money Manager Fund - Regular Plan - Growth,34.8586,24-May-2023
1821,108650,INF194K01LL5,INF194K01LK7,BANDHAN Money Manager Fund - Regular Plan - Daily IDCW,10.0994,24-May-2023
1822,131389,INF194KA1TG5,INF194KA1TH3,BANDHAN Money Manager Fund - Regular Plan - Periodic IDCW,11.4319,24-May-2023
1823,108701,INF194K01LR2,INF194K01LQ4,BANDHAN Money Manager Fund - Regular Plan - Weekly IDCW,10.1310,24-May-2023
1824,118383,-,INF194K01M98,BANDHAN Money Manager Fund -Direct Plan-Daily IDCW,10.0994,24-May-2023
1825,118384,INF194K01M80,-,BANDHAN Money Manager Fund -Direct Plan-Growth,37.3126,24-May-2023
1826,118385,INF194K01N22,INF194K01N14,BANDHAN Money Manager Fund -Direct Plan-Monthly IDCW,10.2449,24-May-2023
1827,131388,INF194KA1TJ9,INF194KA1TK7,BANDHAN Money Manager Fund -Direct Plan-Periodic IDCW,13.6699,24-May-2023
1828,118386,-,INF194K01N48,BANDHAN Money Manager Fund -Direct Plan-Weekly IDCW,10.1094,24-May-2023
1829,147373,INF955L01IG3,-,Baroda BNP Paribas Money Market Fund - Direct Plan - Monthly IDCW,1000.0000,24-May-2023
1830,147378,-,INF955L01IE8,Baroda BNP Paribas Money Market Fund - Direct Plan-Daily IDCW,1001.3174,24-May-2023
1831,147376,INF955L01IB4,-,Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW,1013.8975,24-May-2023
1832,147379,-,INF955L01IF5,Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW,1001.5193,24-May-2023
1833,147377,INF955L01ID0,-,Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,1201.1150,24-May-2023
1834,147382,INF955L01HY8,-,Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,1188.6868,24-May-2023
1835,147380,-,INF955L01HZ5,Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW,1005.9775,24-May-2023
1836,147381,-,INF955L01IA6,Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW,1001.5053,24-May-2023
1837,123288,-,INF740KA1PB3,DSP Savings Fund - Direct Plan -  IDCW - Daily,10.1516,24-May-2023
1838,119106,INF740K01NU2,-,DSP Savings Fund - Direct Plan - Growth,46.5646,24-May-2023
1839,119108,INF740K01NV0,INF740K01NX6,DSP Savings Fund - Direct Plan - IDCW,12.2670,24-May-2023
1840,119107,INF740K01NT4,INF740K01NW8,DSP Savings Fund - Direct Plan - IDCW - Monthly,10.9026,24-May-2023
1841,100087,INF740K01714,-,DSP Savings Fund - Regular Plan - Growth,45.4088,24-May-2023
1842,100088,INF740K01706,INF740K01AJ2,DSP Savings Fund - Regular Plan - IDCW,12.2338,24-May-2023
1843,123287,-,INF740KA1PC1,DSP Savings Fund - Regular Plan - IDCW - Daily,10.1009,24-May-2023
1844,100089,INF740K01722,INF740K01AK0,DSP Savings Fund - Regular Plan - IDCW - Monthly,10.8737,24-May-2023
1845,140236,INF843K01CI2,INF843K01CH4,Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,26.8488,24-May-2023
1846,140237,INF843K01CE1,-,Edelweiss Money Market Fund - Direct Plan - Growth Option,26.8522,24-May-2023
1847,140235,INF843K01CF8,INF843K01CG6,Edelweiss Money Market Fund - Direct Plan - IDCW Option,25.0404,24-May-2023
