,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
1848,140230,INF843K01377,-,Edelweiss Money Market Fund - Institutional Plan - Growth Option,21.1449,24-May-2023
1849,140233,INF843K01922,INF843K01914,Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,24.5027,24-May-2023
1850,140229,INF843K01344,-,Edelweiss Money Market Fund - Regular Plan - Growth Option,24.7079,24-May-2023
1851,140232,INF843K01351,INF843K01369,Edelweiss Money Market Fund - Regular Plan - IDCW Option,23.2413,24-May-2023
1852,118506,INF090I01GV8,-,Franklin India Money Market Fund - Direct - Growth,44.2897,24-May-2023
1853,101357,INF090I01CA1,-,Franklin India Money Market Fund - Growth Option,43.0020,24-May-2023
1854,122443,-,INF090I01KM9,Franklin India Money Market Fund Retail Option - Daily - IDCW,10.0455,24-May-2023
1855,122444,-,INF090I01KN7,Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW,10.0569,24-May-2023
1856,129437,INF090I01LC8,INF090I01LD6,Franklin India Money Market Fund Retail Option - Direct - Monthly - IDCW,10.6957,24-May-2023
1857,118505,INF090I01GT2,INF090I01GU0,Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW,11.0746,24-May-2023
1858,129436,INF090I01LA2,INF090I01LB0,Franklin India Money Market Fund Retail Option - Monthly - IDCW,10.2760,24-May-2023
1859,101356,INF090I01BZ0,INF090I01BY3,Franklin India Money Market Fund Retail Option - Quarterly - IDCW,10.5985,24-May-2023
1860,101994,-,INF179KB1IG6,HDFC Money Market Fund - Daily IDCW Option,1063.64,24-May-2023
1861,119093,-,INF179KB1HZ8,HDFC Money Market Fund - Daily IDCW Option - Direct Plan,1063.64,24-May-2023
1862,101993,INF179KB1HR5,-,HDFC Money Market Fund - Growth Option,4901.8188,24-May-2023
1863,119092,INF179KB1HU9,-,HDFC Money Market Fund - Growth Option - Direct Plan,4981.7631,24-May-2023
1864,101995,INF179KB1IH4,INF179KB1II2,HDFC Money Market Fund - Weekly IDCW Option,1063.713,24-May-2023
1865,119094,INF179KB1IA9,INF179KB1IB7,HDFC Money Market Fund - Weekly IDCW Option -Direct Plan,1063.7418,24-May-2023
1866,151055,-,INF917K01FD8,HSBC Money Market Fund - Direct Daily IDCW,10.8587,24-May-2023
1867,151054,INF917K01FE6,-,HSBC Money Market Fund - Direct Growth,23.7072,24-May-2023
1868,151052,INF917K01E86,INF917K01FF3,HSBC Money Market Fund - Direct Monthly IDCW,12.2626,24-May-2023
1869,151053,-,INF917K01FH9,HSBC Money Market Fund - Direct Weekly IDCW,13.1798,24-May-2023
1870,151049,-,INF917K01AY5,HSBC Money Market Fund - Regular Daily IDCW,10.8585,24-May-2023
1871,151048,INF917K01BC9,-,HSBC Money Market Fund - Regular Growth,22.7265,24-May-2023
1872,151051,INF917K01BB1,INF917K01BA3,HSBC Money Market Fund - Regular Monthly IDCW,11.6066,24-May-2023
1873,151050,-,INF917K01AZ2,HSBC Money Market Fund - Regular Weekly IDCW,13.0928,24-May-2023
1874,120209,-,INF109K01R22,ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,100.1645,24-May-2023
1875,120211,INF109K01R14,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,328.2970,24-May-2023
1876,120216,INF109K01R30,-,ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,150.4237,24-May-2023
1877,120212,INF109K01R89,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,100.7687,24-May-2023
1878,103634,INF109K01TY9,-,ICICI Prudential Money Market Fund Option - Daily IDCW,100.1645,24-May-2023
1879,103633,INF109K01TX1,-,ICICI Prudential Money Market Fund Option - Growth,325.0342,24-May-2023
1880,130013,INF109K01I64,-,ICICI Prudential Money Market Fund Option - IDCW Others,149.2830,24-May-2023
1881,103635,INF109K01TZ6,-,ICICI Prudential Money Market Fund Option - Weekly IDCW,100.7055,24-May-2023
1882,115515,-,INF205K01RU7,Invesco India Money Market Fund - Daily IDCW (Reinvestment),1000.2379,24-May-2023
1883,120506,-,INF205K01RV5,Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1006.579,24-May-2023
1884,120508,INF205K01RW3,INF205K01RX1,Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2421.0421,24-May-2023
1885,120507,INF205K01RY9,-,Invesco India Money Market Fund - Direct Plan - Growth,2702.617,24-May-2023
1886,120509,INF205K01RZ6,INF205K01SA7,Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1064.8718,24-May-2023
1887,116653,INF205K01SB5,INF205K01SC3,Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),2628.2823,24-May-2023
1888,112123,INF205K01SD1,-,Invesco India Money Market Fund - Growth,2625.0696,24-May-2023
1889,112125,INF205K01SE9,INF205K01SF6,Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1023.4361,24-May-2023
1890,112120,INF205K01SG4,-,Invesco India Money Market Fund - Regular - Growth,2358.2189,24-May-2023
1891,112122,INF205K01SH2,INF205K01SI0,Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),1252.5183,24-May-2023
1892,116488,-,INF205K01UW7,Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1002.7593,24-May-2023
1893,101893,INF174K01NA6,-,Kotak Money Market Scheme - (Growth),3848.8782,24-May-2023
1894,119746,INF174K01MW2,-,Kotak Money Market Scheme - (Growth) - Direct,3874.8511,24-May-2023
1895,101892,INF174K018O0,INF174K01NB4,Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option),1053.778,24-May-2023
1896,119747,INF174K019O8,INF174K01MX0,Kotak Money Market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,1106.6585,24-May-2023
1897,150392,INF767K01RE0,-,LIC MF Money Market Fund-Direct Growth,1047.8246,24-May-2023
1898,150393,INF767K01RB6,-,LIC MF Money Market Fund-Regular Growth,1044.1491,24-May-2023
1899,150394,INF767K01RC4,INF767K01RD2,LIC MF Money Market Fund-Regular IDCW,1044.1491,24-May-2023
1900,149112,INF769K01HN8,-,Mirae Asset Money Market Fund Direct Growth,1091.2264,24-May-2023
1901,149113,INF769K01HM0,INF769K01HO6,Mirae Asset Money Market Fund Direct IDCW,1089.9053,24-May-2023
1902,149115,INF769K01HK4,-,Mirae Asset Money Market Fund Regular Growth,1083.8433,24-May-2023
1903,149114,INF769K01HJ6,INF769K01HL2,Mirae Asset Money Market Fund Regular IDCW,1083.8266,24-May-2023
1904,103050,-,INF204K01UY6,NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,1004.9959,24-May-2023
1905,118718,-,INF204K01ZN8,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,1004.9205,24-May-2023
1906,118720,INF204K01ZQ1,INF204K01ZR9,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,1019.7026,24-May-2023
1907,118716,INF204K01ZS7,INF204K01ZT5,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,1026.2803,24-May-2023
1908,118717,-,INF204K01ZO6,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,1006.4099,24-May-2023
1909,118715,INF204K01G11,-,Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,2110.8371,24-May-2023
1910,118719,INF204K01ZP3,-,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,3589.7244,24-May-2023
1911,103052,INF204K01VB2,INF204K01VC0,NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,1019.5478,24-May-2023
1912,112341,INF204K01VD8,INF204K01VE6,NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,1026.0982,24-May-2023
1913,103051,-,INF204K01UZ3,NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,1006.4143,24-May-2023
1914,103048,INF204K01VA4,-,Nippon India Money Market Fund-Growth Plan-Growth Option,3553.7824,24-May-2023
1915,148162,-,INF663L01U16,PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,1005.9554,24-May-2023
1916,148161,INF663L01T84,-,PGIM India Money Market Fund - Direct Plan - Growth Option,1172.775,24-May-2023
1917,148163,INF663L01T92,-,PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,1031.1039,24-May-2023
1918,148164,-,INF663L01U08,PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,1003.8413,24-May-2023
1919,148160,-,INF663L01U57,PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,1005.9315,24-May-2023
1920,148159,INF663L01U24,-,PGIM India Money Market Fund - Regular Plan - Growth Option,1146.0497,24-May-2023
1921,148157,INF663L01U32,-,PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,1024.9718,24-May-2023
1922,148158,-,INF663L01U40,PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,1003.7948,24-May-2023
1923,119821,INF200K01SZ5,-,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,38.0254,24-May-2023
1924,102503,INF200K01636,-,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,35.8098,24-May-2023
1925,119820,INF200K01SX0,INF200K01SY8,SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.0721,24-May-2023
1926,119822,-,INF200K01SW2,SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.8736,24-May-2023
1927,119823,INF200K01TA6,INF200K01TB4,SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.6593,24-May-2023
1928,102504,INF200K01644,INF200K01651,SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.1203,24-May-2023
1929,114348,-,INF200KA1K20,SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.6727,24-May-2023
1930,102860,INF200K01669,INF200K01677,SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.3254,24-May-2023
1931,145054,-,INF903JA1FU0,Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0614,24-May-2023
1932,145053,-,INF903JA1FW6,Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3788,24-May-2023
1933,145050,INF903JA1FR6,-,Sundaram Money Market Fund Direct Plan - Growth,12.9459,24-May-2023
1934,145051,INF903JA1FS4,-,Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.1700,24-May-2023
1935,145056,-,INF903JA1FX4,Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1700,24-May-2023
1936,145052,INF903JA1FT2,-,Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.6394,24-May-2023
1937,145057,-,INF903JA1FY2,Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.6394,24-May-2023
1938,145043,-,INF903JA1FM7,Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0612,24-May-2023
1939,145042,INF903JA1FJ3,-,Sundaram Money Market Fund Regular Plan - Growth,12.8915,24-May-2023
1940,145044,INF903JA1FK1,-,Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.1499,24-May-2023
1941,145049,-,INF903JA1FP0,Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1499,24-May-2023
1942,145045,INF903JA1FL9,-,Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.5889,24-May-2023
1943,145046,-,INF903JA1FQ8,Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.5889,24-May-2023
1944,145047,-,INF903JA1FN5,Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.4908,24-May-2023
1945,119421,-,INF277K011C6,Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,1114.5200,24-May-2023
1946,119424,INF277K01PR6,-,Tata Money Market Fund- Direct Plan- Growth Option,4098.5362,24-May-2023
1947,101986,-,INF277K014C0,Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,1114.5200,24-May-2023
1948,101847,INF277K01LQ7,-,Tata Money Market Fund-Regular Plan - Growth Option,4044.4646,24-May-2023
1949,150513,INF0GCD01503,-,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,1053.348,24-May-2023
1950,150514,INF0GCD01529,INF0GCD01511,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW,1038.5183,24-May-2023
1951,150511,INF0GCD01479,-,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,1052.137,24-May-2023
1952,150512,INF0GCD01495,INF0GCD01487,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW,1036.9303,24-May-2023
1953,149117,INF582M01HG5,-,Union Money Market Fund - Direct Plan -  Growth Option,1089.4695,24-May-2023
1954,149123,INF582M01HK7,INF582M01HJ9,Union Money Market Fund - Direct Plan -  Monthly IDCW Option,1006.4075,24-May-2023
1955,149116,INF582M01HO9,-,Union Money Market Fund - Regular Plan -  Growth Option,1076.4117,24-May-2023
1956,149118,-,INF582M01HP6,Union Money Market Fund - Regular Plan - Daily IDCW Option,1001.9874,24-May-2023
1957,120299,INF789F01XV6,-,UTI MMF - Direct Plan - Growth Option,2666.103,24-May-2023
1958,139236,INF789FA1M04,INF789FA1M12,UTI MMF - Regular Plan - Flexi Dividend Option,1021.0325,24-May-2023
1959,112077,INF789F01PX8,-,UTI MMF - Regular Plan - Growth Option,2638.8178,24-May-2023
1960,100724,-,INF789F01BD0,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,3313.779,24-May-2023
1961,100725,INF789F01BE8,-,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,2220.9468,24-May-2023
1962,100723,INF789F01BF5,-,UTI MMF-Discontinued - Regular Plan -Growth,6141.234,24-May-2023
1963,134973,INF789FA1N03,INF789FA1N11,UTI Money Market Fund - Direct Plan - Annual IDCW,1582.4526,24-May-2023
1964,120772,-,INF789F01XU8,UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1030.9539,24-May-2023
1965,143125,INF789FA1N29,INF789FA1N37,UTI Money Market Fund - Direct Plan - Flexi IDCW,1366.5835,24-May-2023
1966,135606,INF789FA1M20,INF789FA1M38,UTI Money Market Fund - Direct Plan - Fortnightly IDCW,1254.3208,24-May-2023
1967,140023,INF789FA1M87,INF789FA1M95,UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,1489.712,24-May-2023
1968,133387,INF789FA1M46,INF789FA1M53,UTI Money Market Fund - Direct Plan - Monthly IDCW,1305.0586,24-May-2023
1969,142249,INF789FA1M61,INF789FA1M79,UTI Money Market Fund - Direct Plan - Quarterly IDCW,1414.8485,24-May-2023
1970,120793,INF789F01XW4,INF789F01XX2,UTI Money Market Fund - Direct Plan - Weekly IDCW,1047.1689,24-May-2023
1971,134972,INF789FA1L88,INF789FA1L96,UTI Money Market Fund - Regular Plan - Annual IDCW,1571.7409,24-May-2023
1972,112076,-,INF789F01PW0,UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1112.1614,24-May-2023
1973,135371,INF789FA1L05,INF789FA1L13,UTI Money Market Fund - Regular Plan - Fortnightly IDCW,1162.1831,24-May-2023
1974,134763,INF789FA1L62,INF789FA1L70,UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,1482.7967,24-May-2023
1975,133484,INF789FA1L21,INF789FA1L39,UTI Money Market Fund - Regular Plan - Monthly IDCW,1042.0054,24-May-2023
1976,112635,INF789F01PY6,INF789F01PZ3,UTI Money Market Fund - Regular Plan - Weekly IDCW,1158.7154,24-May-2023
1977,145488,INF209KB1ZL4,-,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW,1004.7348,24-May-2023
1978,145489,-,INF209KB1ZJ8,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW,1000.8545,24-May-2023
1979,145482,-,INF209KB1ZE9,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option,1000.8667,24-May-2023
1980,145487,-,INF209KB1ZI0,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW,1000.02,24-May-2023
1981,145483,-,INF209KB1ZD1,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW,1000.02,24-May-2023
1982,145485,INF209KB1ZG4,-,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option,1004.6631,24-May-2023
1983,145486,INF209KB1ZH2,-,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,1224.263,24-May-2023
1984,145481,INF209KB1ZC3,-,ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,1217.6699,24-May-2023
1985,146679,-,INF846K01N99,Axis Overnight Fund - Direct Plan - Daily IDCW,1000.5073,24-May-2023
1986,146675,INF846K01N65,-,Axis Overnight Fund - Direct Plan - Growth Option,1197.1426,24-May-2023
1987,146677,INF846K01N73,INF846K01N81,Axis Overnight Fund - Direct Plan - Monthly IDCW,1006.1117,24-May-2023
1988,146676,INF846K01N40,INF846K01N57,Axis Overnight Fund - Direct Plan - Weekly IDCW,1001.0467,24-May-2023
1989,146682,-,INF846K01O56,Axis Overnight Fund - Regular Plan - Daily IDCW,1000.5032,24-May-2023
1990,146678,INF846K01O23,-,Axis Overnight Fund - Regular Plan - Growth Option,1194.1601,24-May-2023
1991,146681,INF846K01O31,INF846K01O49,Axis Overnight Fund - Regular Plan - Monthly IDCW,1006.0566,24-May-2023
1992,146680,INF846K01O07,INF846K01O15,Axis Overnight Fund - Regular Plan - Weekly IDCW,1001.0126,24-May-2023
1993,146190,INF194KB1462,INF194KB1470,BANDHAN Overnight Fund - Direct Plan - Daily IDCW,1000.0001,24-May-2023
1994,146191,INF194KB1447,-,BANDHAN Overnight Fund - Direct Plan - Growth,1207.1857,24-May-2023
1995,146183,INF194KB1496,INF194KB1504,BANDHAN Overnight Fund - Direct Plan - Monthly IDCW,1004.8599,24-May-2023
1996,146184,INF194KB1520,INF194KB1538,BANDHAN Overnight Fund - Direct Plan - Periodic IDCW,1099.7285,24-May-2023
1997,146192,INF194KB1553,INF194KB1561,BANDHAN Overnight Fund - Direct Plan - Weekly IDCW,1000.8571,24-May-2023
1998,146188,INF194KB1330,INF194KB1348,BANDHAN Overnight Fund - Regular Plan - Daily IDCW,1000.0001,24-May-2023
1999,146187,INF194KB1314,-,BANDHAN Overnight Fund - Regular Plan - Growth,1201.2901,24-May-2023
2000,146185,INF194KB1363,INF194KB1371,BANDHAN Overnight Fund - Regular Plan - Monthly IDCW,1004.8291,24-May-2023
2001,146189,INF194KB1421,INF194KB1439,BANDHAN Overnight Fund - Regular Plan - Weekly IDCW,1001.7771,24-May-2023
2002,146186,INF194KB1397,INF194KB1405,BANDHAN Overnight Fund - REGULAR PLAN PERIODIC IDCW,1099.1628,24-May-2023
2003,147951,INF761K01EU7,-,BANK OF INDIA Overnight Fund Direct Plan Growth,1146.9331,24-May-2023
2004,147952,-,INF761K01EV5,BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW,1000.0024,24-May-2023
2005,147948,INF761K01EY9,INF761K01EX1,BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW,1005.0767,24-May-2023
2006,147950,-,INF761K01EW3,BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW,1000.3467,24-May-2023
2007,147936,INF761K01EZ6,-,BANK OF INDIA Overnight Fund Regular Plan Growth,1144.2729,24-May-2023
2008,147953,-,INF761K01FA6,BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW,1000.0030,24-May-2023
2009,147949,INF761K01FD0,INF761K01FC2,BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW,1005.0649,24-May-2023
2010,147197,-,INF955L01HW2,Baroda BNP Paribas Overnight Fund - Direct Plan - Daily IDCW,1000.0028,24-May-2023
2011,147196,INF955L01HV4,-,Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,1188.7345,24-May-2023
2012,147195,-,INF955L01HX0,Baroda BNP Paribas Overnight Fund - Direct Plan - Weekly IDCW,1000.2823,24-May-2023
2013,147194,-,INF955L01HT8,Baroda BNP Paribas Overnight Fund - Regular Plan - Daily IDCW,1000.0018,24-May-2023
2014,147193,INF955L01HS0,-,Baroda BNP Paribas Overnight Fund - Regular Plan - Growth,1185.9714,24-May-2023
2015,147198,-,INF955L01HU6,Baroda BNP Paribas Overnight Fund - Regular Plan - Weekly IDCW,1000.2627,24-May-2023
2016,147532,-,INF760K01JN3,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),1001.0007,24-May-2023
2017,147531,INF760K01JM5,-,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,1171.3080,24-May-2023
2018,147533,-,INF760K01JP8,CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),1001.0000,24-May-2023
2019,147534,INF760K01JO1,-,CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,1170.4200,24-May-2023
2020,146062,INF740KA1MC8,-,DSP Overnight Fund - Direct Plan - Growth,1212.3771,24-May-2023
2021,146065,-,INF740KA1OR2,DSP Overnight Fund - Direct Plan - IDCW - Daily,1000.0040,24-May-2023
2022,146064,INF740KA1OS0,INF740KA1OT8,DSP Overnight Fund - Direct Plan - IDCW - Weekly,1000.8946,22-May-2023
2023,146061,INF740KA1MB0,-,DSP Overnight Fund - Regular Plan - Growth,1207.9192,24-May-2023
2024,146066,-,INF740KA1OU6,DSP Overnight Fund - Regular Plan - IDCW - Daily,1000.0039,24-May-2023
2025,146063,INF740KA1OV4,INF740KA1OW2,DSP Overnight Fund - Regular Plan - IDCW - Weekly,1001.9681,24-May-2023
2026,147551,INF754K01KD5,INF754K01KC7,Edelweiss Overnight Fund - Direct Plan - Annual - IDCW Option,1172.9574,24-May-2023
2027,147557,-,INF754K01JW7,Edelweiss Overnight Fund - Direct Plan - Daily - IDCW Option,1000.0311,24-May-2023
2028,147550,INF754K01JZ0,INF754K01JY3,Edelweiss Overnight Fund - Direct Plan - Fortnightly - IDCW Option,1149.6445,13-Feb-2023
2029,147570,INF754K01JV9,-,Edelweiss Overnight Fund - Direct Plan - Growth,1172.5385,24-May-2023
